x0	x1	y0	y1
-0.472656	-0.471680	1.421875	1.422852
-0.471680	-0.470703	1.422852	1.423828
-0.455078	-0.454102	1.417969	1.418945
-0.456055	-0.455078	1.419922	1.420898
-0.458008	-0.457031	1.420898	1.421875
-0.458008	-0.457031	1.418945	1.419922
-0.464844	-0.463867	1.420898	1.421875
-0.467773	-0.466797	1.419922	1.420898
-0.446289	-0.445312	1.416016	1.416992
-0.446289	-0.445312	1.416992	1.417969
-0.448242	-0.447266	1.414062	1.415039
-0.450195	-0.449219	1.414062	1.415039
-0.439453	-0.438477	1.413086	1.414062
-0.444336	-0.443359	1.412109	1.413086
-0.445312	-0.444336	1.412109	1.413086
-0.445312	-0.444336	1.413086	1.414062
-0.443359	-0.442383	1.412109	1.413086
-0.438477	-0.437500	1.407227	1.408203
-0.446289	-0.445312	1.409180	1.410156
-0.447266	-0.446289	1.409180	1.410156
-0.446289	-0.445312	1.413086	1.414062
-0.451172	-0.450195	1.411133	1.412109
-0.439453	-0.438477	1.415039	1.416016
-0.468750	-0.467773	1.421875	1.422852
-0.468750	-0.467773	1.423828	1.424805
-0.467773	-0.466797	1.423828	1.424805
-0.431641	-0.430664	1.410156	1.411133
-0.437500	-0.436523	1.412109	1.413086
-0.431641	-0.430664	1.408203	1.409180
-0.435547	-0.434570	1.406250	1.407227
-0.429688	-0.428711	1.407227	1.408203
-0.428711	-0.427734	1.407227	1.408203
-0.429688	-0.428711	1.409180	1.410156
-0.425781	-0.424805	1.408203	1.409180
-0.429688	-0.428711	1.411133	1.412109
-0.426758	-0.425781	1.410156	1.411133
-0.421875	-0.420898	1.409180	1.410156
-0.418945	-0.417969	1.406250	1.407227
-0.416016	-0.415039	1.407227	1.408203
-0.402344	-0.401367	1.398438	1.399414
-0.398438	-0.397461	1.400391	1.401367
-0.392578	-0.391602	1.399414	1.400391
-0.394531	-0.393555	1.400391	1.401367
-0.391602	-0.390625	1.395508	1.396484
-0.397461	-0.396484	1.397461	1.398438
-0.404297	-0.403320	1.395508	1.396484
-0.399414	-0.398438	1.394531	1.395508
-0.387695	-0.386719	1.395508	1.396484
-0.390625	-0.389648	1.396484	1.397461
-0.386719	-0.385742	1.392578	1.393555
-0.385742	-0.384766	1.396484	1.397461
-0.381836	-0.380859	1.391602	1.392578
-0.378906	-0.377930	1.392578	1.393555
-0.386719	-0.385742	1.389648	1.390625
-0.383789	-0.382812	1.388672	1.389648
-0.381836	-0.380859	1.388672	1.389648
-0.412109	-0.411133	1.404297	1.405273
-0.413086	-0.412109	1.402344	1.403320
-0.413086	-0.412109	1.404297	1.405273
-0.410156	-0.409180	1.404297	1.405273
-0.408203	-0.407227	1.402344	1.403320
-0.407227	-0.406250	1.396484	1.397461
-0.408203	-0.407227	1.397461	1.398438
-0.416016	-0.415039	1.405273	1.406250
-0.422852	-0.421875	1.401367	1.402344
-0.422852	-0.421875	1.405273	1.406250
-0.473633	-0.472656	1.283203	1.284180
-0.476562	-0.475586	1.284180	1.285156
-0.475586	-0.474609	1.283203	1.284180
-0.471680	-0.470703	1.282227	1.283203
-0.472656	-0.471680	1.282227	1.283203
-0.469727	-0.468750	1.281250	1.282227
-0.470703	-0.469727	1.282227	1.283203
-0.470703	-0.469727	1.281250	1.282227
-0.478516	-0.477539	1.285156	1.286133
-0.480469	-0.479492	1.286133	1.287109
-0.479492	-0.478516	1.285156	1.286133
-0.482422	-0.481445	1.286133	1.287109
-0.484375	-0.483398	1.287109	1.288086
-0.477539	-0.476562	1.284180	1.285156
-0.482422	-0.481445	1.289062	1.290039
-0.481445	-0.480469	1.289062	1.290039
-0.491211	-0.490234	1.290039	1.291016
-0.491211	-0.490234	1.293945	1.294922
-0.491211	-0.490234	1.292969	1.293945
-0.488281	-0.487305	1.289062	1.290039
-0.494141	-0.493164	1.291016	1.291992
-0.494141	-0.493164	1.291992	1.292969
-0.443359	-0.442383	1.272461	1.273438
-0.442383	-0.441406	1.269531	1.270508
-0.440430	-0.439453	1.268555	1.269531
-0.451172	-0.450195	1.276367	1.277344
-0.448242	-0.447266	1.275391	1.276367
-0.449219	-0.448242	1.272461	1.273438
-0.448242	-0.447266	1.271484	1.272461
